66.249.67.197 - - [18/Jul/2011:03:35:52 -0500] "GET /robots.txt HTTP/1.1" 404 286 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.68.227 - - [18/Jul/2011:03:35:52 -0500] "GET / HTTP/1.1" 200 445 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
123.125.71.32 - - [18/Jul/2011:04:51:01 -0500] "GET / HTTP/1.1" 200 445 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
123.125.71.20 - - [18/Jul/2011:04:51:15 -0500] "GET /?C=D;O=A HTTP/1.1" 200 445 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
123.125.71.13 - - [18/Jul/2011:04:51:21 -0500] "GET /log/ HTTP/1.1" 200 516 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
123.125.71.12 - - [18/Jul/2011:04:51:27 -0500] "GET /?C=N;O=D HTTP/1.1" 200 443 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
123.125.71.35 - - [18/Jul/2011:04:51:33 -0500] "GET /?C=S;O=A HTTP/1.1" 200 446 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
123.125.71.33 - - [18/Jul/2011:04:51:38 -0500] "GET /?C=M;O=A HTTP/1.1" 200 446 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
66.249.67.209 - - [18/Jul/2011:05:13:51 -0500] "GET /robots.txt HTTP/1.1" 404 306 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.67.225 - - [18/Jul/2011:05:13:51 -0500] "GET / HTTP/1.1" 200 465 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
24.148.0.215 - - [18/Jul/2011:05:32:26 -0500] "GET / HTTP/1.1" 200 51 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.122 Safari/534.30"
24.148.0.215 - - [18/Jul/2011:05:32:27 -0500] "GET /favicon.ico HTTP/1.1" 404 285 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.122 Safari/534.30"
24.148.0.215 - - [18/Jul/2011:05:33:00 -0500] "GET /favicon.ico HTTP/1.1" 404 285 "-" "Mozilla/5.0 (compatible; Google Desktop/5.9.1005.12335; http://desktop.google.com/)"
66.249.67.213 - - [18/Jul/2011:19:36:08 -0500] "GET /robots.txt HTTP/1.1" 404 289 "-" "Googlebot-Image/1.0"
66.249.67.213 - - [18/Jul/2011:19:36:08 -0500] "GET /icons/back.gif HTTP/1.1" 200 216 "-" "Googlebot-Image/1.0"
66.249.67.213 - - [18/Jul/2011:20:17:30 -0500] "GET /images/002441.jpg HTTP/1.1" 404 295 "-" "Googlebot-Image/1.0"
66.249.67.213 - - [18/Jul/2011:20:39:09 -0500] "GET /images/spacer.gif HTTP/1.1" 404 293 "-" "Googlebot-Image/1.0"
66.249.67.213 - - [18/Jul/2011:21:03:12 -0500] "GET /images/grey-corner-left-bottom.gif HTTP/1.1" 404 306 "-" "Googlebot-Image/1.0"
125.89.75.100 - - [18/Jul/2011:21:10:47 -0500] "GET / HTTP/1.1" 200 60 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; MAXTHON 2.0)"
66.249.67.213 - - [18/Jul/2011:21:40:17 -0500] "GET /images/spacer-black.gif HTTP/1.1" 404 299 "-" "Googlebot-Image/1.0"
66.249.67.213 - - [18/Jul/2011:22:00:58 -0500] "GET /icons/text.gif HTTP/1.1" 200 229 "-" "Googlebot-Image/1.0"
174.252.164.228 - - [18/Jul/2011:22:11:58 -0500] "GET / HTTP/1.1" 200 51 "-" "Mozilla/5.0 (Linux; U; Android 2.2.1; en-us; SCH-I500 Build/FROYO) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
174.252.164.228 - - [18/Jul/2011:22:11:59 -0500] "GET /favicon.ico HTTP/1.1" 404 306 "http://Nationalphilosophicalcounselingassociation.org/" "Mozilla/5.0 (Linux; U; Android 2.2.1; en-us; SCH-I500 Build/FROYO) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
66.249.67.213 - - [18/Jul/2011:22:21:40 -0500] "GET /images/spacer-blue.gif HTTP/1.1" 404 297 "-" "Googlebot-Image/1.0"
66.249.67.232 - - [18/Jul/2011:22:25:30 -0500] "GET /robots.txt HTTP/1.1" 404 286 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.68.229 - - [18/Jul/2011:23:03:03 -0500] "GET /robots.txt HTTP/1.1" 404 309 "-" "Googlebot-Image/1.0"
66.249.68.229 - - [18/Jul/2011:23:03:03 -0500] "GET /images/spacer.gif HTTP/1.1" 404 313 "-" "Googlebot-Image/1.0"
66.249.68.229 - - [18/Jul/2011:23:23:44 -0500] "GET /images/002441.jpg HTTP/1.1" 404 315 "-" "Googlebot-Image/1.0"
66.249.68.183 - - [18/Jul/2011:23:25:38 -0500] "GET /log/ HTTP/1.1" 200 511 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.68.229 - - [18/Jul/2011:23:44:25 -0500] "GET /images/logo20110202.png HTTP/1.1" 404 318 "-" "Googlebot-Image/1.0"
66.249.68.229 - - [19/Jul/2011:00:05:06 -0500] "GET /images/spacer-blue.gif HTTP/1.1" 404 317 "-" "Googlebot-Image/1.0"
66.249.68.138 - - [19/Jul/2011:00:28:01 -0500] "GET /log/error.log HTTP/1.1" 200 1868 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.68.136 - - [19/Jul/2011:00:44:58 -0500] "GET /log/access.log HTTP/1.1" 200 4844 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.68.229 - - [19/Jul/2011:00:46:29 -0500] "GET /icons/unknown.gif HTTP/1.1" 200 245 "-" "Googlebot-Image/1.0"
66.249.67.193 - - [19/Jul/2011:02:20:14 -0500] "GET /icons/blank.gif HTTP/1.1" 200 148 "-" "Googlebot-Image/1.0"
66.249.67.242 - - [19/Jul/2011:03:16:29 -0500] "GET /robots.txt HTTP/1.1" 404 306 "-" "Googlebot-Image/1.0"
66.249.67.242 - - [19/Jul/2011:03:16:30 -0500] "GET /icons/folder.gif HTTP/1.1" 200 225 "-" "Googlebot-Image/1.0"
66.249.67.179 - - [19/Jul/2011:03:54:17 -0500] "GET /icons/blank.gif HTTP/1.1" 200 148 "-" "Googlebot-Image/1.0"
66.249.67.193 - - [19/Jul/2011:04:31:29 -0500] "GET /icons/folder.gif HTTP/1.1" 200 225 "-" "Googlebot-Image/1.0"
66.249.68.229 - - [19/Jul/2011:04:50:14 -0500] "GET /robots.txt HTTP/1.1" 404 309 "-" "Googlebot-Image/1.0"
66.249.68.229 - - [19/Jul/2011:04:50:14 -0500] "GET /images/grey-corner-left-bottom.gif HTTP/1.1" 404 325 "-" "Googlebot-Image/1.0"
66.249.68.229 - - [19/Jul/2011:05:08:59 -0500] "GET /icons/text.gif HTTP/1.1" 200 229 "-" "Googlebot-Image/1.0"
66.249.67.213 - - [19/Jul/2011:05:27:45 -0500] "GET /icons/unknown.gif HTTP/1.1" 200 245 "-" "Googlebot-Image/1.0"
66.249.67.213 - - [19/Jul/2011:07:57:44 -0500] "GET /robots.txt HTTP/1.1" 404 289 "-" "Googlebot-Image/1.0"
66.249.67.213 - - [19/Jul/2011:07:57:44 -0500] "GET /images/grey-corner-right-top.gif HTTP/1.1" 404 304 "-" "Googlebot-Image/1.0"
66.249.68.229 - - [19/Jul/2011:08:16:30 -0500] "GET /images/grey-corner-right-top.gif HTTP/1.1" 404 324 "-" "Googlebot-Image/1.0"
66.249.67.213 - - [19/Jul/2011:08:53:59 -0500] "GET /images/spacer-grey.gif HTTP/1.1" 404 297 "-" "Googlebot-Image/1.0"
66.249.67.213 - - [19/Jul/2011:09:31:29 -0500] "GET /images/logo20110202.png HTTP/1.1" 404 299 "-" "Googlebot-Image/1.0"
66.249.68.229 - - [19/Jul/2011:10:08:59 -0500] "GET /images/spacer-white.gif HTTP/1.1" 404 318 "-" "Googlebot-Image/1.0"
119.63.196.115 - - [19/Jul/2011:11:02:30 -0500] "GET /robots.txt HTTP/1.1" 404 306 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
66.249.68.229 - - [19/Jul/2011:11:42:44 -0500] "GET /images/grey-corner-right-bottom.gif HTTP/1.1" 404 326 "-" "Googlebot-Image/1.0"
66.249.67.213 - - [19/Jul/2011:12:39:00 -0500] "GET /icons/image2.gif HTTP/1.1" 200 309 "-" "Googlebot-Image/1.0"
66.249.67.213 - - [19/Jul/2011:13:16:29 -0500] "GET /icons/blank.gif HTTP/1.1" 200 148 "-" "Googlebot-Image/1.0"
66.249.68.229 - - [19/Jul/2011:13:53:59 -0500] "GET /images/grey-background.gif HTTP/1.1" 404 320 "-" "Googlebot-Image/1.0"
66.249.68.229 - - [19/Jul/2011:14:12:44 -0500] "GET /icons/folder.gif HTTP/1.1" 200 225 "-" "Googlebot-Image/1.0"
66.249.67.213 - - [19/Jul/2011:15:08:59 -0500] "GET /images/grey-background.gif HTTP/1.1" 404 300 "-" "Googlebot-Image/1.0"
66.249.67.213 - - [19/Jul/2011:15:27:44 -0500] "GET /images/grey-corner-left-top.gif HTTP/1.1" 404 304 "-" "Googlebot-Image/1.0"
66.249.68.229 - - [19/Jul/2011:16:05:14 -0500] "GET /icons/image2.gif HTTP/1.1" 200 309 "-" "Googlebot-Image/1.0"
66.249.68.229 - - [19/Jul/2011:17:01:29 -0500] "GET /robots.txt HTTP/1.1" 404 309 "-" "Googlebot-Image/1.0"
66.249.68.229 - - [19/Jul/2011:17:01:29 -0500] "GET /images/rails.png HTTP/1.1" 404 313 "-" "Googlebot-Image/1.0"
66.249.68.229 - - [19/Jul/2011:17:20:14 -0500] "GET /images/grey-corner-left-top.gif HTTP/1.1" 404 323 "-" "Googlebot-Image/1.0"
66.249.68.229 - - [19/Jul/2011:17:38:58 -0500] "GET /images/spacer-black.gif HTTP/1.1" 404 319 "-" "Googlebot-Image/1.0"
66.249.67.213 - - [19/Jul/2011:17:57:44 -0500] "GET /images/grey-corner-right-bottom.gif HTTP/1.1" 404 307 "-" "Googlebot-Image/1.0"
66.249.67.213 - - [19/Jul/2011:18:16:28 -0500] "GET /images/spacer-white.gif HTTP/1.1" 404 298 "-" "Googlebot-Image/1.0"
66.249.67.213 - - [19/Jul/2011:18:53:58 -0500] "GET /icons/folder.gif HTTP/1.1" 200 225 "-" "Googlebot-Image/1.0"
66.249.68.229 - - [19/Jul/2011:19:12:44 -0500] "GET /icons/back.gif HTTP/1.1" 200 216 "-" "Googlebot-Image/1.0"
66.249.68.229 - - [19/Jul/2011:19:31:28 -0500] "GET /icons/blank.gif HTTP/1.1" 200 148 "-" "Googlebot-Image/1.0"
66.249.68.241 - - [19/Jul/2011:19:50:14 -0500] "GET /robots.txt HTTP/1.1" 404 286 "-" "Googlebot-Image/1.0"
66.249.68.229 - - [19/Jul/2011:19:50:14 -0500] "GET /icons/back.gif HTTP/1.1" 200 216 "-" "Googlebot-Image/1.0"
66.249.67.209 - - [19/Jul/2011:20:08:58 -0500] "GET /icons/unknown.gif HTTP/1.1" 200 245 "-" "Googlebot-Image/1.0"
66.249.67.213 - - [19/Jul/2011:20:27:44 -0500] "GET /robots.txt HTTP/1.1" 404 289 "-" "Googlebot-Image/1.0"
66.249.67.213 - - [19/Jul/2011:20:27:44 -0500] "GET /images/rails.png HTTP/1.1" 404 293 "-" "Googlebot-Image/1.0"
66.249.68.229 - - [19/Jul/2011:20:46:29 -0500] "GET /robots.txt HTTP/1.1" 404 309 "-" "Googlebot-Image/1.0"
66.249.68.229 - - [19/Jul/2011:20:46:29 -0500] "GET /images/spacer-grey.gif HTTP/1.1" 404 317 "-" "Googlebot-Image/1.0"
123.125.71.35 - - [19/Jul/2011:23:49:53 -0500] "GET / HTTP/1.1" 200 51 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
24.148.0.215 - - [20/Jul/2011:14:19:28 -0500] "GET / HTTP/1.1" 200 51 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
24.148.0.215 - - [20/Jul/2011:14:19:28 -0500] "GET /favicon.ico HTTP/1.1" 200 51 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
24.148.0.215 - - [20/Jul/2011:14:44:20 -0500] "GET / HTTP/1.1" 302 20 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.122 Safari/534.30"
24.148.0.215 - - [20/Jul/2011:14:44:20 -0500] "GET /wp-admin/install.php HTTP/1.1" 200 1582 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.122 Safari/534.30"
24.148.0.215 - - [20/Jul/2011:14:44:20 -0500] "GET /wp-admin/css/install.css?ver=20100605 HTTP/1.1" 200 3049 "http://www.npcassoc.org/wp-admin/install.php" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.122 Safari/534.30"
24.148.0.215 - - [20/Jul/2011:14:44:20 -0500] "GET /wp-admin/images/wordpress-logo.png HTTP/1.1" 200 2334 "http://www.npcassoc.org/wp-admin/install.php" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.122 Safari/534.30"
24.148.0.215 - - [20/Jul/2011:14:44:22 -0500] "GET /wp-admin/js/password-strength-meter.js HTTP/1.1" 200 374 "http://www.npcassoc.org/wp-admin/install.php" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.122 Safari/534.30"
24.148.0.215 - - [20/Jul/2011:14:44:22 -0500] "GET /wp-includes/js/jquery/jquery.js HTTP/1.1" 200 72194 "http://www.npcassoc.org/wp-admin/install.php" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.122 Safari/534.30"
24.148.0.215 - - [20/Jul/2011:14:44:23 -0500] "GET /wp-admin/js/user-profile.js HTTP/1.1" 200 2022 "http://www.npcassoc.org/wp-admin/install.php" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.122 Safari/534.30"
24.148.0.215 - - [20/Jul/2011:14:44:23 -0500] "GET /wp-admin/js/utils.js HTTP/1.1" 200 2083 "http://www.npcassoc.org/wp-admin/install.php" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.122 Safari/534.30"
